,name,type,publisher,synopsis,released,img_link,avg_rating,qtd_rating
116,"Miraculous World: Nova Iorque, Heróis Unidos",filme,-,"A turma de Marinette embarca numa viagem para Nova York com o intuito de comemorar a semana franco-americana da amizade. Ladybug então deixa Paris sob os cuidados de Cat Noir, que fica em uma situação complicada já que Adrien foi chamado para a viagem. No entanto, o maior problema será um colar de garras de águia extremamente poderoso que está na mira de Hawk Moth. Nesse momento, Ladybug terá que se unir aos heróis americanos para proteger a cidade que nunca dorme.",2020-11-21,https://image.tmdb.org/t/p/original/eHAfw4FcU6i1X8jrr8cQZtyLsmg.jpg,8.3,822
117,Velozes & Furiosos 9,filme,-,"Dominic Toretto e sua família precisam enfrentar o seu irmão mais novo Jakob, um assassino mortal que está trabalhando com uma antiga inimiga, a cyber-terrorista Cipher.",2021-05-19,https://image.tmdb.org/t/p/original/fnAzaxRSiveFafudJtByxA7I2xT.jpg,7.4,4469
118,Coquetel Explosivo,filme,-,Três gerações de mulheres assassinas que lutam para interromper um ciclo de violência ao longo de uma noite.,2021-07-14,https://image.tmdb.org/t/p/original/fOo0jPG6FICGA7mzoKgYNCFzNaU.jpg,6.5,394
119,Venom,filme,-,"O jornalista Eddie Brock desenvolve força e poder sobre-humanos quando seu corpo se funde com o alienígena Venom. Dominado pela raiva, Venom tenta controlar as novas e perigosas habilidades de Eddie.",2018-09-28,https://image.tmdb.org/t/p/original/bURIWlkMbzT8RdpemzCmQECo2Uh.jpg,6.9,12371
120,Patrulha Canina: O Filme,filme,-,"O longa acompanha um grupo de cães falantes que utilizam equipamentos especializados para investigar e resolver crimes, evitando desastres na pequena cidade onde moram.",2021-08-09,https://image.tmdb.org/t/p/original/56V3xa8ymXzOQLFGsiU9T1sDmfI.jpg,7.6,714
121,A Princesa e a Plebeia: As Vilãs Também Amam,filme,-,"Uma relíquia de valor incontestável é roubada, e a Princesa Stacy pede ajuda à Lady Fiona, a ambiciosa prima da Rainha Margaret. Para recuperar a joia, ela se une a um misterioso homem de seu passado, o que acaba reacendendo a chama de um romance natalino irresistível. O resultado é uma mudança totalmente inesperada.",2021-11-18,https://image.tmdb.org/t/p/original/eNOvGQ3rMPtHqQxXqKvHlQCwS3E.jpg,7.3,136
122,"Esqueceram de Mim no Lar, Doce Lar",filme,-,"Max Mercer é um menino travesso e engenhoso que é deixado em casa sozinho quando sua família sai de férias para o Japão. Quando um casal que tenta recuperar uma relíquia de família se volta para a casa da família Mercer, Max será o único a protegê-la de intrusos e fará tudo ao seu alcance para mantê-los fora.",2021-11-12,https://image.tmdb.org/t/p/original/7cVFRHlN2gPWIEQnz6Yo43fYVkL.jpg,5.4,201
123,Os Simpsons em Plusniversário,filme,-,"Os Simpsons organizaram uma festa para o Dia do Disney+ e todos foram convidados… menos o Homer. Com amigos do serviço de streaming e músicas dignas de princesas da Disney, o Plusaniversário é o evento do ano em Springfield.",2021-11-12,https://image.tmdb.org/t/p/original/hYNFywlOCBGBz8ZX7nDVpDHbsSG.jpg,6.8,129
124,After: Depois da Verdade,filme,-,"Após descobrir sobre a aposta, Tessa (Josephine Langford) tenta esquecer Hardin (Hero Fiennes Tiffin), o jovem caótico e revoltado que partiu seu coração. Porém, ela está prestes a descobrir que alguns amores não podem ser superados. Hardin sabe que cometeu o pior erro de sua vida ao ter magoado a jovem tão profundamente, mas vai lutar com toda a sua força para reconquistar o grande amor da sua vida.",2020-09-02,https://image.tmdb.org/t/p/original/aduKXG7H0z0osY8KNQjcLB3cWO5.jpg,7.3,4313
125,7 Prisioneiros,filme,-,"O jovem Mateus sai do interior em busca de uma oportunidade de trabalho em um ferro velho de São Paulo comandado por Luca. Chegando lá, acaba se tornando vítima de um sistema de trabalho análogo à escravidão. Mas, como Mateus aprende com o tempo, até seu patrão tem um patrão. Se ele quiser encontrar uma saída, até onde ele deverá ir o que deverá se tornar?",2021-10-22,https://image.tmdb.org/t/p/original/5dCIBGXnIuPdP1gmlElEDMTcIGT.jpg,7.4,108
126,Quebrando as Regras 4,filme,-,"Quando um lutador amador não está disposto a competir, sua irmã Anya precisa viajar para Roma e lutar para um público de elite para ajudar a pagar a dívida dele com o chefe do crime.",2021-11-15,https://image.tmdb.org/t/p/original/saL9WwmfVoaoeg1tVjyetnF1FEk.jpg,6.6,19
127,Eternos,filme,-,"Após os eventos de ""Vingadores: Ultimato"", os Eternos, uma raça alienígena imortal criada pelos Celestiais que vivem em segredo na Terra há mais de 7000 anos, se reúnem após uma tragédia inesperada para proteger a humanidade de seus colegas malignos: os Deviantes.",2021-11-03,https://image.tmdb.org/t/p/original/eDHOutMxLMgComnVhUK0Xfwunu5.jpg,7.1,1305
128,A Profissional,filme,-,"Em The Protégé, Anna (Maggie Q) é uma matadora de aluguel extremamente habilidosa treinada pelo lendário assassino Moody (Samuel L. Jackson), que a ensinou tudo que sabe e era a única figura paterna que ela já teve. Quando Moody é brutalmente assassinado por inimigos, Anna jura se vingar e acaba caindo em um jogo de gato e rato com um maníaco homícida (Michael Keaton) cuja obsessão por ela que vai além de suas habilidades como matadora.",2021-08-19,https://image.tmdb.org/t/p/original/niDrDAUYO8627hwEhE7LV5Z1qXn.jpg,6.8,367
129,"Miraculous World: Xangai, a Lenda de Ladydragon",filme,-,"Logo que chega a Xangai para visitar um tio, Ladybug tem a bolsa roubada com Tikki dentro. Na tentativa de recuperá-lo, ela descobre que Gabriel Agreste também está na cidade em busca de um poderoso artefato.",2021-05-15,https://image.tmdb.org/t/p/original/qStibJTjjgriA7nqrA1LVCeNMIu.jpg,7.9,372
130,Finch,filme,-,"Em um mundo pós-apocalíptico, um robô construído para proteger o cachorro do seu criado, que está a beira da morte, aprende sobre a vida, amor e amizade, aprendendo o que significa ser humano.",2021-11-04,https://image.tmdb.org/t/p/original/jKuDyqx7jrjiR9cDzB5pxzhJAdv.jpg,8.2,1289
131,Resident Evil: Bem-vindo a Raccoon City,filme,-,"Uma reinicialização da franquia ""Resident Evil"". Ambientado em 1998, a intenção é recriar a 'experiência visceral aterrorizante' dos dois primeiros jogos da série, explorando 'os segredos escondidos nas paredes da Mansão Spenser e de Raccoon City' enquanto também 'conta uma história humana fundamentada sobre uma pequena cidade americana moribunda. '",2021-11-24,https://image.tmdb.org/t/p/original/7uRbWOXxpWDMtnsd2PF3clu65jc.jpg,5.9,82
132,"Oi, Alberto",filme,-,"O monstro marinho que adora diversão, Alberto, quer de todo coração provar seu valor para o seu impassível mentor, Massimo.",2021-11-12,https://image.tmdb.org/t/p/original/lgQ4vA8BnMgXfSAVbxHiPcqapB7.jpg,7.7,223
133,Mortal Kombat,filme,-,O lutador de MMA Cole Young deve treinar para liberar seu verdadeiro poder para unir-se aos maiores campeões mundiais contra inimigos da Exoterra em uma batalha decisiva pelo universo.,2021-04-07,https://image.tmdb.org/t/p/original/44aCR6cjH0FbzW6PMw3Ega178iW.jpg,7.3,4089
134,Vingança & Castigo,filme,-,"Em Harder They Fall, quando o fora da lei Nat Love (Jonathan Majors) descobre que seu maior inimigo, Rufus Buck (Idris Elba), será libertado da prisão, ele reúne seu bando em uma busca incessante por vingança. Aqueles que cavalgam com ele incluem o seu antigo amor Stagecoach Mary, seus homens de temperamento forte Bill Pickett e Jack Beckwourth. Rufus ainda conta com a ajuda do ""Traiçoeiro"" Trudy Smith e Cherokee Bill. É de se tomar cuidado, pois esse não é um grupo que costuma a perder qualquer luta.",2021-10-22,https://image.tmdb.org/t/p/original/29WYtxffy1NJhxXZ8al5XJ8US1s.jpg,6.8,390
135,O Último Duelo,filme,-,"História sobre o duelo entre o cavaleiro Jean de Carrouges e o escudeiro Jaques Le Gris, acusado de ter violado a esposa do cavaleiro. A luta, estabelecida pelo próprio rei da França, Carlos VI, marca o grande drama de vingança e crime do século XIV, que tem a esperança de ser resolvido somente após o combate.",2021-10-13,https://image.tmdb.org/t/p/original/mhrzzNauB1PKrwnqVbLQODNNTJN.jpg,7.6,490
136,Alerta Vermelho,filme,-,"No mundo do crime internacional, a INTERPOL lança um Alerta Vermelho, o que inicia uma caçada para capturar a mais notória ladra de artes do globo.",2021-11-04,https://image.tmdb.org/t/p/original/pe17f8VDfzbvbHSAKAlcORtBHmW.jpg,6.8,1643
137,Godzilla vs. Kong,filme,-,"Em uma época em que os monstros andam na Terra, a luta da humanidade por seu futuro coloca Godzilla e Kong em rota de colisão que verá as duas forças mais poderosas da natureza no planeta se confrontarem em uma batalha espetacular para as idades. Enquanto Monarch embarca em uma missão perigosa em terreno desconhecido e descobre pistas sobre as origens dos Titãs, uma conspiração humana ameaça tirar as criaturas, boas e más, da face da terra para sempre.",2021-03-24,https://image.tmdb.org/t/p/original/wllzjZxg4ynlAm5xmOICJ2uHOPJ.jpg,7.9,7277
138,Infiltrado,filme,-,"Harry, conhecido apenas como H, é um homem misterioso que trabalha para uma empresa de carros-fortes e movimenta grandes quantias de dinheiro pela cidade de Los Angeles. Quando, ao impedir um assalto, ele surpreende a todos com suas habilidades de combate, suas verdadeiras intenções começam a ser questionadas e um plano maior é revelado.",2021-04-22,https://image.tmdb.org/t/p/original/rNz8wy63GAabztAUkO4xMGk3upx.jpg,7.8,2732
139,Plan A,filme,-,,2021-08-16,https://image.tmdb.org/t/p/original/dfYOmisdbiVTXdcQji35pKywPFI.jpg,5.3,16
140,Mobile Suit Gundam: Hathaway,filme,-,"32 anos após o contra-ataque de Char, Hathaway Noa herda uma nova geração.",2021-06-11,https://image.tmdb.org/t/p/original/rZ0JtG3VUWYGuE7j5JlmCQlcssl.jpg,7.9,62
141,Spider-Man: Responsibility,filme,-,,2016-09-23,https://image.tmdb.org/t/p/original/d9cXYv1AnU8QzQEuha1viP955As.jpg,4.9,4
142,O Esquadrão Suicida,filme,-,"Os supervilões Harley Quinn, Bloodsport, Peacemaker e uma coleção de malucos condenados da prisão de Belle Reve juntam-se à super-secreta e super-obscura Força Tarefa X, enquanto são deixados na remota ilha de Corto Maltese para combater o inimigo.",2021-07-28,https://image.tmdb.org/t/p/original/wTS3dS2DJiMFFgqKDz5fxMTri.jpg,7.8,4893
143,A Família Addams 2: Pé na Estrada,filme,-,Os Addams se envolvem em aventuras mais malucas e se envolvem em confrontos hilariantes com todos os tipos de personagens desavisados.,2021-10-01,https://image.tmdb.org/t/p/original/ujWOI68vGkfLOgEDmcrjIS6il7B.jpg,7.3,625
144,Ava,filme,-,"Ava, 13 anos, está de férias no litoral quando descobre que vai perder a visão mais rápido do que o esperado. Sua mãe decide agir como se nada estivesse acontecendo para aproveitarem o melhor verão de suas vidas. Ava confronta o problema à sua maneira: ela voa em um cão preto e grande que pertence a um jovem homem em fuga…",2017-06-21,https://image.tmdb.org/t/p/original/cUI1PFsrQVJR3IZOpkfsOOOUhTO.jpg,6.0,122
145,Ava,filme,-,"Atormentada por dúvidas, uma assassina de elite luta para proteger a si mesma e a sua família depois que uma missão dá errado.",2020-07-02,https://image.tmdb.org/t/p/original/6llUjNLsLiAcpIOer9LR631HPoU.jpg,5.7,1812
146,Um Menino Chamado Natal,filme,-,"Um garoto chamado Nikolas embarca em uma aventura extraordinária em busca de seu pai, que está à procura da lendária Vila dos Duendes. Acompanhado de uma rena teimosa e um rato de estimação, Nikolas acaba encontrando seu destino. Uma história emocionante, divertida e cheia de magia, onde descobrimos que nada é impossível.",2021-11-25,https://image.tmdb.org/t/p/original/ik7x3QS4LVfZPMV4lAIFtoh7ASS.jpg,8.2,126
147,Homem-Aranha: De Volta ao Lar,filme,-,"Depois de atuar ao lado dos Vingadores, chegou a hora do pequeno Peter Parker (Tom Holland) voltar para casa e para a sua vida, já não mais tão normal. Lutando diariamente contra pequenos crimes nas redondezas, ele pensa ter encontrado a missão de sua vida quando o terrível vilão Abutre (Michael Keaton) surge amedrontando a cidade. O problema é que a tarefa não será tão fácil como ele imaginava.",2017-07-05,https://image.tmdb.org/t/p/original/9Fgs1ewIZiBBTto1XDHeBN0D8ug.jpg,7.4,17234
148,Assalto ao Banco da Espanha,filme,-,"Thom Laybrick é um jovem e brilhante engenheiro que dificilmente se atrai pelos projetos em que é chamado a participar. Mas ele diz sim quando o caçador de tesouros Walter o convida para se unir a um grupo de contraventores que pretendem realizar um assalto ao Banco da Espanha. Calculado em cada detalhe, o roubo se torna uma incessante luta contra o tempo para que consigam se dar bem em meio à Copa do Mundo em que a Espanha disputa a final.",2021-03-03,https://image.tmdb.org/t/p/original/AhRSv4npEaE8ZvuJh4CmQpsXDZg.jpg,7.1,439
149,Homem-Aranha: No Aranhaverso,filme,-,"Miles Morales é um jovem negro do Brooklyn que se tornou o Homem-Aranha inspirado no legado de Peter Parker, já falecido. Entretanto, ao visitar o túmulo de seu ídolo em uma noite chuvosa, ele é surpreendido com a presença do próprio Peter, vestindo o traje do herói aracnídeo sob um sobretudo. A surpresa fica ainda maior quando Miles descobre que ele veio de uma dimensão paralela, assim como outras variações do Homem-Aranha.",2018-12-06,https://image.tmdb.org/t/p/original/ybQSBSrINtjWsJQ6Ih8sva8HlEZ.jpg,8.4,10248
150,Shang-Chi e a Lenda dos Dez Anéis,filme,-,"Shang-Chi precisa confrontar o passado que pensou ter deixado para trás. Ao mesmo tempo, ele é envolvido em uma teia de mistérios da organização conhecida como Dez Anéis.",2021-09-01,https://image.tmdb.org/t/p/original/ArrOBeio968bUuUOtEpKa1teIh4.jpg,7.9,3873
151,Pranto Maldito,filme,-,"Em sua última tentativa para salvar seu casamento, Sara e Óscar decidem tirar férias em uma cabana. Ao chegar, eventos
 estranhos corroem o ambiente tenso entre eles: uma mulher ronda a casa prevendo eventos que desafiam a natureza.",2021-07-29,https://image.tmdb.org/t/p/original/50SJI2Cbs4m9vhtrd9TVFEIX9n4.jpg,4.7,11
152,Dragon Fury,filme,-,Uma equipe de especialistas viaja profundamente nas montanhas para encontrar uma criatura perigosa.,2021-06-15,https://image.tmdb.org/t/p/original/6WcJ4cV2Y3gnTYp5zHu968TYmTJ.jpg,6.6,26
153,Homem-Aranha: Sem Volta Para Casa,filme,-,"Peter Parker é desmascarado e não consegue mais separar sua vida normal dos grandes riscos de ser um super-herói. Quando ele pede ajuda ao Doutor Estranho, os riscos se tornam ainda mais perigosos, e o forçam a descobrir o que realmente significa ser o Homem-Aranha.",2021-12-15,https://image.tmdb.org/t/p/original/6vVRYbIjDLMMwZJ2jo6enrdN76U.jpg,0.0,0
154,Exterminador: Cavaleiros e Dragões,filme,-,"O mercenário e mestre assassino Slade Wilson vive uma vida dupla, como o matador de aluguel conhecido como Exterminador e como um dedicado pai de família. Quando esses dois mundos colidem, por ação de um grupo terrorista, Slade precisa lutar para salvar quem ama. Com sua alma despedaçada e seu filho mais novo em cativeiro, o Exterminador deve pagar por seus pecados do passado para poder vencer as batalhas do futuro.",2020-08-04,https://image.tmdb.org/t/p/original/ykhI6BEEUG39Mrg47V1YpIrk5vy.jpg,7.0,298
155,Apex,filme,-,"O ex-policial James Malone está cumprindo prisão perpétua por um crime que não cometeu. Ele tem uma chance de liberdade se ele sobreviver a um jogo mortal de Apex, no qual seis caçadores pagam pelo prazer de caçar outro humano em uma ilha remota. Ele aceita e, assim que chega, o inferno desaba.",2021-11-12,https://image.tmdb.org/t/p/original/chTkFGToW5bsyw3hgLAe4S5Gt3.jpg,5.6,237
156,007: Sem Tempo para Morrer,filme,-,"Bond deixou o serviço ativo e está desfrutando de uma vida tranquila na Jamaica. Sua paz é interrompida quando o seu velho amigo Felix Leiter, da CIA, aparece pedindo sua ajuda. A missão de resgatar um cientista sequestrado acaba sendo muito mais difícil do que o esperado, deixando Bond no caminho de um vilão misterioso e armado com uma nova tecnologia perigosa.",2021-09-29,https://image.tmdb.org/t/p/original/luE0KG1rWfUptbgNtlNtL5sihyd.jpg,7.6,2292
157,"Jack, o Estripador: A História Não Contada",filme,-,"Londres, 1888 e a cidade está com medo. Uma série de assassinatos aterrorizou os residentes de Whitechapel e o inspetor Reid, da Scotland Yard, não tem pistas na caça ao assassino. À medida que a contagem de cadáveres aumenta e com a cidade em pânico, o inspetor Reid deve mergulhar na escuridão de Londres para encontrar um assassino que pode estar muito mais perto de casa do que qualquer um imagina.",2021-06-28,https://image.tmdb.org/t/p/original/yq4ekYYxchTqOJd8kULWID8CkM3.jpg,6.6,52
158,Space Jam: Um Novo Legado,filme,-,O superastro do basquete LeBron James se junta à gangue Looney Tunes para derrotar o Goon Squad e salvar seu filho.,2021-07-08,https://image.tmdb.org/t/p/original/kU0NbsUVoUMcYxoISmBCxFmgWYC.jpg,7.2,2639
159,Ferida,filme,-,Uma ex-lutadora de MMA volta ao ringue para manter a custódia do filho e recomeçar sua carreira. Dirigido e estrelado por Halle Berry.,2021-11-17,https://image.tmdb.org/t/p/original/axibOQF9QnThrr8M37ufAYurP4R.jpg,6.7,80
160,G.I. Joe Origens: Snake Eyes,filme,-,"Após salvar a vida do herdeiro de Arashikage, Storm Shadow, Snake Eyes é aceito nesse antigo clã japonês se junta à batalha contra o grupo terrorista Cobra. Desafiando os limites, Snake Eyes será o melhor dos guerreiros ninjas. Porém, são revelados segredos do passado, testando sua honra e lealdade - mesmo que isso signifique perder tudo pelo que lutou.",2021-07-22,https://image.tmdb.org/t/p/original/uVwQxrSp9TVuNzrsh63U0reYX7O.jpg,6.8,854
161,Os Croods 2: Uma Nova Era,filme,-,"Em Croods 2: Uma Nova Era, em busca de um habitat mais seguro, os Croods descobrem um paraíso que atende todas as suas necessidades. Entretanto, outras pessoas já moram neste lugar: Os Bettermans, uma família que se considera melhor e mais evoluída. À medida que as tensões entre os novos vizinhos começam a aumentar, uma nova ameaça impulsiona os dois clãs em uma aventura épica que os força abraçar suas diferenças, extrair forças um do outro e construir um futuro juntos.",2020-11-25,https://image.tmdb.org/t/p/original/vRTScutueW9gLF3dSo2Za7o0v7n.jpg,7.6,2672
162,Uma Família Feliz 2,filme,-,"Para libertar Baba Yaga e Renfield das garras de Monster Hunter Mila Starr, a família Wishbone mais uma vez se transforma em um vampiro, o monstro de Frankenstein, uma múmia e um lobisomem. Auxiliado e estimulado por seus três morcegos de estimação,  Família Monstro voa ao redor do mundo novamente para salvar seus amigos, fazer novos conhecidos monstruosos e finalmente chegar à conclusão de que 'Ninguém é Perfeito' - mesmo aqueles com falhas podem encontrar a felicidade.",2021-01-13,https://image.tmdb.org/t/p/original/em2NLSbVj49NjpdqmaKYuqKYZET.jpg,5.8,5
163,Encanto,filme,-,"Uma garota chamada Mirabel Madrigal cresce como o único membro não mágico de sua família, que vivem escondidos em uma vibrante casa encantada nas montanhas da Colômbia.",2021-11-24,https://image.tmdb.org/t/p/original/4j0PNHkMr5ax3IA8tjtxcmPU3QT.jpg,7.5,152
164,A Casa Profunda,filme,-,"Ao mergulhar em um lago remoto da França, alguns YouTubers especializados em vídeos de exploração subaquática descobrem uma casa submersa em águas profundas. O que era inicialmente um achado único logo se transforma em pesadelo quando descobrem que a casa foi palco de crimes atrozes. Presos, com suas reservas de oxigênio caindo perigosamente, eles percebem que o pior ainda está por vir: eles não estão sozinhos em casa.",2021-06-30,https://image.tmdb.org/t/p/original/52E0LGcMKHOO91P4j6hdHKVwITP.jpg,6.5,298
165,Noite Passada em Soho,filme,-,"Uma jovem apaixonada por moda misteriosamente ganha a chance de voltar aos anos 60 e encontrar sua ídola, uma encantadora cantora aspirante. Mas a Londres dessa década não é o que parece e logo o tempo começa a desmoronar com perigosas consequências.",2021-10-21,https://image.tmdb.org/t/p/original/3qYnuYly2qspRkxtSSMhh4Xd6qx.jpg,7.5,621
166,Liga da Justiça de Zack Snyder,filme,-,"Determinado a garantir que o sacrifício final do Superman não foi em vão, Bruce Wayne alinha forças com Diana Prince com planos de recrutar uma equipe de metahumanos para proteger o mundo de uma ameaça de proporções catastróficas que se aproxima.",2021-03-18,https://image.tmdb.org/t/p/original/ArWn6gCi61b3b3hclD2L0LOk66k.jpg,8.4,6901
167,After: Depois do Desencontro,filme,-,"Embora a história de amor entre Tessa Young e Hardin Scott tenha passado por muitas complicações, desta vez o problema é mais complexo do que nunca. Agora que Tessa tomou uma das decisões mais importantes de sua vida, tudo mudou completamente. Os segredos que vêm à tona sobre suas famílias colocam em risco seu relacionamento e seu futuro juntos. Embora a jovem saiba que Hardin a ama, os dois estão cercados de ciúme, ódio e perdão. Será que o amor entre os dois será o suficiente para manter seu relacionamento?",2021-09-01,https://image.tmdb.org/t/p/original/eZwC4FW5rFvYa0gzZJIHQwLSgbz.jpg,7.2,1058
168,Exército de Ladrões: Invasão da Europa,filme,-,"Nesta história que antecede Army of the Dead, uma mulher misteriosa convida o caixa de banco Dieter para roubar cofres superprotegidos na Europa.",2021-10-27,https://image.tmdb.org/t/p/original/lxPZYziABs5MUmyV6tUOO5mTK2z.jpg,7.0,832
169,Matando Cabos 2,filme,-,"Diante da morte inesperada de seu pai distante, El Máscara,  e do subsequente roubo de sua preciosa máscara, Rubén, Mascarita, se defrontará com seu passado. Junto com seu invencível guarda-costas Tony ""O Canibal"" e, um aliado inesperado, ele terá apenas um dia para recuperá-la e se reconciliar com a memória de seu pai.",2021-10-01,https://image.tmdb.org/t/p/original/jxdKa1467pktAILLbfw6kZyQlbW.jpg,7.9,58
170,Dynasty Warriors,filme,-,"Senhores da guerra, guerreiros e estadistas batalham pela supremacia neste conto de fantasia baseado nos jogos de sucesso e no Romance dos Três Reinos.",2021-04-27,https://image.tmdb.org/t/p/original/tZ5XIM5wGCRV3InRkE772qsHgqF.jpg,6.7,73
171,Duna,filme,-,"Em um futuro distante, planetas são comandados por casas nobres que fazem parte de um império feudal intergalático. Paul Atreides é um jovem cuja família toma o controle do planeta deserto Arrakis, também conhecido como Duna. A única fonte da especiaria Melange, a substância mais importante do cosmos, Arrakis se mostra ser um planeta nem um pouco fácil de governar.",2021-09-15,https://image.tmdb.org/t/p/original/uzERcfV2rSHNhW5eViQiO9hNiA7.jpg,8.0,4441
172,Amina,filme,-,"Em Zazzau do século 16, agora Zaria, Nigéria, Amina deve utilizar suas habilidades e táticas militares para defender o reino de sua família. Baseado em uma história verídica.",2021-11-04,https://image.tmdb.org/t/p/original/gII53HAH7UA1yx189vROMzWA5ib.jpg,7.0,35
173,Separation,filme,-,Uma jovem encontra consolo em seu pai artista e no fantasma de sua mãe morta.,2021-04-30,https://image.tmdb.org/t/p/original/lHbSC2Np17CRsRXIbaE0YY1Hora.jpg,5.9,85
174,Venom: Tempo de Carnificina,filme,-,"Em busca de seu próximo furo de reportagem, o jornalista Eddie Brock consegue uma entrevista exclusiva com Cletus Kasady, um assassino no corredor da morte, que descobre o segredo de Eddie e se torna o hospedeiro de Carnificina, um simbionte aterrorizante e ameaçador. Eddie e Venom precisam superar sua relação atribulada e trabalhar em conjunto para derrotar Carnificina.",2021-09-30,https://image.tmdb.org/t/p/original/h5UzYZquMwO9FVn15R2eK2itmHu.jpg,7.2,3778
175,O Espetacular Homem-Aranha,filme,-,"Peter Parker está tentando saber mais sobre sua origem. Ele encontra uma pasta que pertenceu ao seu pai e quer descobrir por que seus pais desapareceram. Sua busca o leva a Oscorp e ao dr. Curt Connors, que tem como alterego o letal Lagarto.",2012-06-23,https://image.tmdb.org/t/p/original/dODKvv9o9BOemWavnulutJBHM80.jpg,6.6,13667
176,O Poderoso Chefinho 2: Negócios da Família,filme,-,"Em O Poderoso Chefinho 2 acompanha novamente os irmãos Tim e Ted, agora adultos e vivendo vidas separadas. Enquanto Tim construiu uma vida calma no subúrbio com sua esposa, Carol, e as filhas, Tabitha e Tina, Ted se transformou em um mega empresário que resolve todos os problemas com dinheiro. Mas quando Tim descobre que sua filha caçula também é agente do BabyCorp, ele precisará da ajuda do irmão mais novo para lidar com a situação.",2021-07-01,https://image.tmdb.org/t/p/original/p033k6k8V9USI0TWZavIxoYzsGi.jpg,7.7,1631
177,Casa Gucci,filme,-,"A verdadeira história de como Patrizia Reggiani planejou matar o marido Maurizio Gucci, neto do renomado estilista Guccio Gucci.",2021-11-24,https://image.tmdb.org/t/p/original/rxrVdr5x5FxOtbqS14UovcswFby.jpg,7.1,159
178,Chamada Explosiva,filme,-,Um ex-âncora de jornal se vê diante de uma chance de reaver sua carreira quando recebe uma ligação alarmante em seu programa de rádio.,2021-11-19,https://image.tmdb.org/t/p/original/rEzHpdJKt5TVaXseAKcmIJkbhkB.jpg,7.0,24
179,Raya e o Último Dragão,filme,-,"Muito tempo atrás, humanos e dragões viviam juntos em harmonia no mundo de Kumandra. Mas a ameaça de uma força do mal fez com que os dragões se sacrificassem para salvar a humanidade. Agora, 500 anos depois, o perigo ressurge e a solitária guerreira Raya embarca em uma incrível jornada para encontrar o último dragão e salvar seu mundo.",2021-03-03,https://image.tmdb.org/t/p/original/yXrb84zJidCefyhTWHwo4yCDvwz.jpg,8.1,4605
180,Invasão Cósmica,filme,-,Sete soldados desonestos lançam um ataque preventivo contra uma civilização alienígena recém-descoberta na esperança de acabar com uma guerra interestelar antes de começar.,2021-03-12,https://image.tmdb.org/t/p/original/v5Jodmj8equxBklBlhZMHJtkp5J.jpg,4.4,372
181,Punhos da Vingança,filme,-,"Em Xangai, um ex-campeão de artes marciais mistas e herdeiro de uma corporação multibilionária jurou nunca mais lutar no ringue depois de matar acidentalmente seu oponente durante sua última luta. Mas quando seu irmão é morto em um torneio de boxe underground, ele não tem escolha a não ser se juntar a Maiwen, uma informante da polícia, para investigar a morte dele - e eles acabam descobrindo uma grande conspiração.",2021-05-06,https://image.tmdb.org/t/p/original/jeLePU48nWhPTKWSFMH2ni4o5bE.jpg,7.3,40
182,Demon Slayer - Mugen Train: O Filme,filme,-,"Tanjiro Kamado, junto com Inosuke Hashibira, um garoto criado por javalis que usa uma cabeça de javali, e Zenitsu Agatsuma, um garoto assustado que revela seu verdadeiro poder quando dorme, embarca no Trem Infinito em uma nova missão com o Hashira de Fogo, Kyojuro Rengoku, para derrotar um demônio que tem atormentado o povo e matado os caçadores de oni que se opõem a ele!",2020-10-16,https://image.tmdb.org/t/p/original/yaX5hliSF1rwZ9WVNbUchndjFSb.jpg,8.4,1895
183,Natal Em 8 Bits,filme,-,"No Natal, Jake conta para os que estão em sua casa sobre sua aventura de quando era um garoto. Na mesma data comemorativa, só que em 1980, o jovem Jake embarca em uma aventura em busca do presente de Natal que realmente quer: o novo sistema de videogame Nintendo System.",2021-11-25,https://image.tmdb.org/t/p/original/jbk9yoeAVkcpzt49s8Inbnz6iNw.jpg,6.5,53
184,Next-Door Nightmare,filme,-,"Quando o jovem casal Sarah e Kyle se mudam para a casa ao lado de Helen, uma mulher mais velha carismática, eles não têm ideia de que ela é uma psicopata profundamente perturbada que não vai parar por nada para se tornar a mãe substituta de Sarah e avó da criança que ela está esperando.",2021-07-08,https://image.tmdb.org/t/p/original/lkCi5Cm71QqHEwuIppWoI7paiZn.jpg,7.3,3
185,Ghostbusters: Mais Além,filme,-,"Uma mãe solteira resolve se mudar para uma pequena cidade do interior com seus filhos, e acaba descobrindo uma conexão com os Caça-Fantasmas originais e o que o seu avô deixou para trás como legado.",2021-11-11,https://image.tmdb.org/t/p/original/e9nSrwh0H9n1YCbITxO4d2nN9xm.jpg,7.5,200
186,Последний богатырь: Корень зла,filme,-,,2021-01-01,https://image.tmdb.org/t/p/original/14l5EFPdqZ8Pzpp3yXO3BnTnpQh.jpg,7.0,66
187,Chernobyl: O Filme - Os Segredos do Desastre,filme,-,Três heróis silenciosos prontos para arriscarem suas próprias vidas para evitar uma catástrofe ainda maior na usina nuclear de Chernobyl.,2021-04-15,https://image.tmdb.org/t/p/original/xebsOi7C3Wt7HEgzlbXEJ0YCvMG.jpg,6.2,216
